Company Name,Sector,Country,City,Email,Website,Address,Tel/Fax,Unnamed: 8
Al Bailasan Trading Company,Industrial Manufacturing,UAE,Dubai,bail1996@emirates.net.ae,,P.O.Box 16520,Tel: +971 4-2825227,
Al Banna Group,Conglomerates,UAE,Dubai,,www.albannagroup.com,-,Tel: +971 4-285-3222,
Al Bannai Group,Conglomerates,UAE,Dubai,corp@albannai.com,,-,Tel: +971 4-331-8555,
Al Baqer Corporation,Conglomerates,UAE,Dubai,,,P.O.Box 2551,Tel: +971 4-3524597,
Al Batha Group,Conglomerates,UAE,Sharjah,administration@albatha.ae,www.albathagroup.com,Al Batha Tower,Tel: +971 6-572-8882,
Al Bawardi Alan Dick,Construction,UAE,Dubai,adme@alandick.ae,www.alandick.com,P.O.Box 3711,Tel: +971 4-881-8262,
Al Bawardi Enterprises,Conglomerates,UAE,Abu Dhabi,,www.ae.ae,P.O.Box 4118,Tel: +971 2-634-6999,
Al Bogari Trading Company,Agriculture and Food,UAE,Dubai,albogari@emirates.net.ae,www.albogari.com,Twin Tower,Tel: +971 4-2224530,
Al Borj Garment Machinery Trading Company,Industrial Manufacturing,UAE,Sharjah,borj96@emirates.net.ae,www.al-borj.com,P.O.Box 4182,Tel: +971 6-5333413,
,,,,info@al0borj.com,,,Fax: 06-5336576,
Al Buhaira National Insurance Company,Financial Services,UAE,Sharjah,abnicho@albuhaira.com,www.albuhaira.com,Al Buhaira Tower,Tel: +971 6-517-4444,
Al Buheira Lacnor Dairy Company,Agriculture and Food,UAE,Sharjah,,www.lacnoruae.com,Al Buheira Lacnor Dairy Company,Tel: +971 6-533-1551,
Al Burj Real Estate,Real Estate,UAE,Dubai,,,"C/O, Dubai Islamic Bank, PO Box 1080, Dubai, United Arab Emirates",Tel: +971 4-295-3000,
Al Bustan Rotana Hotel,Travel and Tourism,UAE,Dubai,albustan.hotel@rotana.com,,Casablanca Road,Tel: +971 4-282-0000,
Al Dhafra Insurance Company,Financial Services,UAE,Abu Dhabi,,www.aldhafrainsurance.com,P.O.Box 319,Tel: +971 2-672-1444,
,,,,aldhafra@emirates.net.ae,,,Fax: +971 2-672-9833,
Al Dhaheri Group,Conglomerates,UAE,Abu Dhabi,dahery@hotmail.com,,Mohd Sultan Suroor Building,Tel: +971 2-633-2377,
Al Diar Gulf Hotel and Resort,Travel and Tourism,UAE,Abu Dhabi,adglfhtl@emirates.net.ae,www.aldiarhotels.com,P.O.Box 3766,Tel: +971 2-441-4777,
Al Diar Hotels,Travel and Tourism,UAE,Abu Dhabi,diar@aldiarhotels.com,www.aldiarhotels.com,Airport Road,Tel: +971 2-444-7327,
,,,,hoteldiv@emirates.net.ae,,P.O.Box 46806,Fax: +971 2-444-4048,
Al Dobowi Tyre Company,Automotive,UAE,Dubai,aldobowi@emirates.net.ae,,P.O.Box 5576,Tel: +971 4-2225165,
Al Emaar Holding Group - Iraq,Conglomerates,UAE,Dubai,alemaar@emirates.net.ae,www.iraqemaargroup.com,Al Reem Tower,Tel: +964 1-717-2265,
,,,,info@iraqemaargroup.com,,9th Floor,Tel: +964 40-610384,
Al Emaar International Group,Conglomerates,UAE,Abu Dhabi,emaar@emaar.org,,P.O.Box 27474,Tel: +971 2-622-1211,
Al Fahim Group,Conglomerates,UAE,Dubai,afg@alfahimgroup.ae,www.alfahim.com,P.O.Box 279,Tel: +971 2-444-9666,
Al Fajer Enterprises,Conglomerates,UAE,Dubai,hhfajer@emirates.net.ae,www.alfajer.com,P.O.Box 1600,Tel: +971 4-352-8450,
Al Fajer Information and Services,Services,UAE,Dubai,alfajer@emirates.net.ae,www.alfajer.net,P.O.Box 11183,Tel: +971 4-337-7727,
Al Falah Building Materials and Trading Company,Construction,UAE,Dubai,falahco@emirates.net.ae,www.falahco.com,Al Kobaissi Area,Tel: +971 4-266-1568,
Al Fardan Financial Services Company,Financial Services,UAE,Abu Dhabi,info@alfardanfs.com,,Al Fardan Tower Building,Tel: +971 2-677-8444,
Al Fardan Group - UAE,Conglomerates,UAE,Dubai,group@alfardangroup.com,www.alfardangroup.com,Khaled Bin Al Walid Street,Tel: +971 4-351-1666,
,,,,info@alfardangroup.com,,P.O.Box 2095,Fax: +971 4-359-7159,
Al Fattan Properties,Real Estate,UAE,Dubai,info@alfattan.com,www.alfattan.com,Al Fattan Plaza,Tel: +971 4-282-9999,
Al Fayha Group,Conglomerates,UAE,Dubai,,,P.O.Box 10880,Tel: +971 4-2851113,
Al Fujairah National Insurance Company,Financial Services,UAE,Fujairah,afnic@emirates.net.ae,,Shaikh Al Sharq Road,Tel: +971 9-224-2000,
Al Fulaij and Company,Industrial Manufacturing,UAE,Dubai,alfujam@emirates.net.ae,,P.O.Box 1008,Tel: +971 4-2951110,
Al Futtaim Auto and Machinery Company,Industrial Manufacturing,UAE,Dubai,famco@alfuttaim.ae,www.famcouae.com,FAMCO Building,Tel: +971 4-213-5100,
Al Futtaim Capital,Financial Services,UAE,Dubai,info@alfuttaim.co.ae,,C/O Al Futtaim Group,Tel: +971 4-217-7056,
Al Futtaim Carillion,Construction,UAE,Dubai,afc@afcarillion.ae,www.afcarillion.ae,Al Futtaim Carllion Building,Tel: +971 4-333-1200,
Al Futtaim Electronics and GSM,Consumer Goods,UAE,Dubai,sanyo@alfuttaim.co.ae,www.sanyouae.com,Binham Building,Tel: +971 4-359-9979,
,,,,,www.toshibauae.com,P.O.Box 5559,Fax: +971 4-351-2066,
Al Futtaim Exel,Transport,UAE,Dubai,logistics@AFExel.com,www.afexel.com,Jebel Ali,Tel: +971 4-881-8288,
,,,,,www.logisticsuae.com,P.O.Box 61450,Fax: +971 4-881-9157,
Al Futtaim Group,Conglomerates,UAE,Dubai,aftrading@alfuttaim.co.ae,www.al-futtaim.com,Al Futtaim Building,Tel: +971 4-228-2101,
Al Futtaim HC Securities,Financial Services,UAE,Dubai,info@af-hc.com,www.af-hc.com,IKEA Building,Tel: +971 4-206-6888,
Al Futtaim Motors,Automotive,UAE,Dubai,futtaim-motors@alfuttaim.co.ae,www.alfuttaimmotors.com,Al Futtaim Tower,Tel: +971 4-228-2261,
,,,,,www.lexusuae.com,Baniyas Square Al Rigga,Fax: +971 4-228-6885,
,,,,,www.toyotapartsuae.com,P.O.Box 11052,Fax: +971 4-228-8616,
,,,,,www.toyotauae.com,,,
Al Futtaim Panatech,Consumer Goods,UAE,Dubai,afone@alfuttaim.co.ae,www.panasonicuae.com,P.O.Box 531,Tel: +971 4-271-9000,
Al Futtaim Real Estate,Real Estate,UAE,Dubai,realestate@alfuttaim.ae,www.afrealestate.com,Airport Road,Tel: +971 4-211-9111,
Al Futtaim Tarmac,Construction,UAE,Dubai,info@aftarmac.com,www.aftarmac.com,P.O.Box 1811,Tel: +971 4-333-1670,
Al Futtaim Technologies,Consumer Goods,UAE,Dubai,aftech@alfuttaim.ae,,Business Center,Tel: +971 4-397-7800,
Al Futtaim Tower Scaffolding,Mining and Metals,UAE,Dubai,,,Al Ramool Industrial Area,Tel: +971 4-2858776,
Al Futtaim Travel,Travel and Tourism,UAE,Dubai,aftravel@alfuttaim.ae,www.access2travel.com,Sheikh Rashid Al Maktoum Building,Tel: +971 4-221-3030,
Al Futtaim Watches and Jewellery,Consumer Goods,UAE,Dubai,watches@emirates.net.ae,www.watchesuae.com,P.O.Box 7916,Tel: +971 4-222-4142,
Al Futtaim Willis Company,Financial Services,UAE,Dubai,,,"Office Block, Deira City Center",Tel: +971 4-295-2277,
Al Gargawi General Trading Company,Conglomerates,UAE,Dubai,,,P.O.Box 558,Tel: +971 4-2264714,
Al Garsh Group,Construction,UAE,Dubai,,,P.O.Box 982,Tel: +971 4-3450906,
Al Geemi and Partners Contracting Company,Construction,UAE,Abu Dhabi,algeemip@emirates.net.ae,,P.O.Box 2877,Tel: +971 2-632-8438,
Al Ghaith Holding Company,Financial Services,UAE,Abu Dhabi,aghold@emirates.net.ae,,P.O.Box 32323,Tel: +971 2-626-2525,
Al Ghaith and Al Moosa Travel Agency,Travel and Tourism,UAE,Dubai,altatrvl@emirates.net.ae,,P.O.Box 1810,Tel: +971 4-2945666,
Al Ghaith and Company,Services,UAE,Dubai,agcmsi@emirates.net.ae,www.agcmsi.homestead.com,P.O.Box 8293,Tel: +971 4-3988575,
Al Ghandi Group,Conglomerates,UAE,Dubai,alghandi@emirates.net.ae,www.alghandi.com,P.O.Box 1034,Tel: +971 4-266-4848,
Al Ghandi and Consolidated Contractors International Company,Construction,UAE,Abu Dhabi,,,Bin Hammoudah Building,Tel: +971 2-627-6500,
Al Ghurair City,Real Estate,UAE,Dubai,,www.alghuraircity.com,P.O.Box 6999,Tel: +971 4- 222-5222,
Al Ghurair Construction Industries,Conglomerates,UAE,Dubai,,www.agci.ae,Mousa Tower,Tel: +971 4-332-2246,
Al Ghurair Donnelley,Media,UAE,Dubai,,,"C/O, PO Box 5613, Dubai, United Arab Emirates",Tel: +971 4-331-2317,
Al Ghurair Foods,Agriculture and Food,UAE,Dubai,,www.alghurairfoods.com,National Flour Mills Building,Tel: +971 4-393-9633,
Al Ghurair Group,Conglomerates,UAE,Dubai,info@alghurair.com,www.alghurair.com,Salahuddin Road,Tel: +971 4-262-3377,
Al Ghurair Investment,Conglomerates,UAE,Dubai,aginvest@agc.co.ae,,National Flour Mills Building,Tel: +971 4-393-9633,
Al Ghurair Iron and Steel Company,Mining and Metals,UAE,Dubai,mail@agis.ae,www.agis.ae,Office Tower,Tel: +971 4-224-3870,
Al Ghurair Printing and Publishing House Company,Services,UAE,Dubai,agpph@emirates.net.ae,www.agpph.co.uk,P.O.Box 5613,Tel: +971 4-331-2317,
Al Ghurair University,Services,UAE,Dubai,www.agu.co.ae/,,P.O.Box 37374,Tel: +971 4-3393053,
Al Gurg Building Services Company,Mining and Metals,UAE,Dubai,gurgmesh@emirates.net.ae,,Al Gurg Building Services Building,Tel: +971 4-285-7770,
Al Gurg Fosroc,Basic Materials,UAE,Dubai,agfdxb@emirates.net.ae,www.fosrocgulf.com,P.O.Box 657,Tel: +971 4-285-8606,
Al Gurg Leighs Paints,Basic Materials,UAE,Sharjah,enquiries@leighuae.co.ae,www.algurgleighpaint.ae,Sharjah Industrial Area 13,Tel: +971 6-534-3919,
Al Gurg Lever Company,Conglomerates,UAE,Dubai,agldxb@emirates.net.ae,,Zabeel Road,Tel: +971 4-333-2040,
Al Habtoor Engineering Enterprises,Construction,UAE,Dubai,info@habtoorengg.co.ae,www.habtoorengg.co.ae,P.O.Box 320,Tel: +971 4-285-7551,
Al Habtoor Group,Conglomerates,UAE,Dubai,habtoor@emirates.net.ae,www.habtoor.com,Al Habtoor Building,Tel: +971 4-343-1111,
Al Habtoor Marble Company,Construction,UAE,Dubai,ahmarble@emirates.net.ae,www.alhabtoormarble.com,P.O.Box 320,Tel: +971 4-285-9100,
Al Habtoor Motors,Automotive,UAE,Dubai,sales@habtoormotors.com,www.habtoormotors.com,Al Ittihad Road,Tel: +971 4-269-1110,
Al Hadlaq Trading Establishment,Construction,UAE,Dubai,mohannad@emirates.net.ae,,P.O.Box 55372,Tel: +971 4-2625013,
Al Hamad Contracting Company,Construction,UAE,Sharjah,info@al-hamad.com,www.al-hamad.com,P.O.Box 6275,Tel: +971 6-534-9666,
Al Hamed Enterprises,Conglomerates,UAE,Abu Dhabi,alhamed@emirates.net.ae,www.alhamed.com,Sheraton Building,Tel: +971 2-667-5555,
Al Hamid Group,Conglomerates,UAE,Abu Dhabi,admmr@emirates.net.ae,www.alhamid-group.com,P.O.Box 46468,Tel: +971 2-558-2400,
Al Hamra Engineering Company - UAE,Construction,UAE,Sharjah,vahanian@emirates.net.ae,,P.O.Box 769,Tel: +971 6-533-1755,
Al Hamra Industrial Park,Real Estate,UAE,Dubai,info@alhamra-industrialpark.com,www.alhamra-industrialpark.com,P.O.Box 49830,Tel: +971 4-329-1694,
,,,,uae@alhamra-industrialpark.com,,,Fax: +971 4-329-1695,
Al Hamra Real Estate Development Company,Real Estate,UAE,Ras Al Khaimah,realestate@rakceram.com,,RAK Ceramics Building,Tel: +971 7-244-5046,
Al Hanoo Holding Company,Real Estate,UAE,Sharjah,info@nujoomislands.com,,Bourj Al Batha,Tel: +971 6-575-1075,
Al Hareb Group,Conglomerates,UAE,Dubai,,,P.O.Box 2357,Tel: +971 4-336-4141,
Al Hashem Marble Company,Construction,UAE,Abu Dhabi,alhashim@emirates.net.ae,,P.O.Box 941,Tel: +971 2-5540633,
Al Hathboor Group,Conglomerates,UAE,Dubai,hathgrp@emirates.net.ae,www.alhathboor.com,P.O.Box 2246,Tel: +971 4-2821124,
Al Hilal Bank,Financial Services,UAE,Abu Dhabi,,,-,,
Al Holla Concrete Technology Company,Construction,UAE,Dubai,contech@emirates.net.ae,,Jebel Ali Free Zone,Tel: +971 4-881-6732,
Al Hosn University,Services,UAE,Abu Dhabi,info@alhosnu.ae,www.alhosnu.ae,Airport Road,Tel: +971 2-407-0700,
Al Hureiz Establishment for Industry,Consumer Goods,UAE,Dubai,hureiz@emirates.net.ae,www.everhotuae.com/,P.O.Box 10159,Tel: +971 4-2671553,
Al Islami Foods,Agriculture and Food,UAE,Dubai,info@coopislami.com,www.coopislami.com,Co-op Islami Building,Tel: +971 4-885-3333,
Al Jaber Energy Services,Construction,UAE,Abu Dhabi,info@ajes.ae,www.ajes.ae,Al Jaber Energy Services Building,Tel: +971 2-554-6550,
Al Jaber Engineering and Contracting - UAE,Construction,UAE,Dubai,dubaioffice@alecllc.com,www.alec.ae,API World Tower,Tel: +971 4-332-4644,
Al Jaber Group - UAE,Conglomerates,UAE,Abu Dhabi,aje@emirates.net.ae,www.aljaber.com,Al Jaber Building,Tel: +971 2-204-0240,
Al Jaber Optical Centre,Consumer Goods,UAE,Dubai,ajoptics@aljaber.uae.com ,,Al Jaber Building,Tel: +971 4-266-7700,
Al Jaber Trading Agencies,Conglomerates,UAE,Dubai,aljaber@emirates.net.ae,,P.O.Box 1940,Tel: +971 4-266-7700,
Al Jadeed Bakery,Agriculture and Food,UAE,Dubai,aljadeed@emirates.net.ae,,Salah Al Din Street,Tel: +971 4-2666615,
Al Jassim Automatic Tiles and Marble Industry,Construction,UAE,Fujairah,,,P.O.Box 444,Tel: +971 9-2228452,
Al Jazeira Hospital,Healthcare,UAE,Abu Dhabi,,,P.O.Box 2427,Tel: +971 2-621-4800,
Al Jazira Poultry Farm,Agriculture and Food,UAE,Dubai,jazira99@emirates.net.ae,,P.O.Box 14264,Tel: +971 4-282-1555,
Al Kamda General Trading,Consumer Goods,UAE<UAE< td>,Dubai<DEIRA< td>,alkamda@emirates.net.ae,www.alkamda.com,Salahuddin Street,Tel: +971 4-266-4200,
Al Kazim Group,Conglomerates,UAE,Dubai,kazimgrp@emirates.net.ae ,www.alkazimgroup.com,P.O.Box 705,Tel: +971 4-282-1626,
Al Khaleej Hotel,Travel and Tourism,UAE,Dubai,khotel@emirates.net.ae,,P.O.Box 10559,Tel: +971 4-2211144,
Al Khaleej Industrial Steel Factory,Mining and Metals,UAE,Ajman,,,P.O.Box 1912,Tel: +971 6-7435279,
Al Khaleej Sugar Company,Agriculture and Food,UAE,Dubai,info@aksugar.co.ae,www.aksugar.ae,ADCB Building,Tel: +971 4-295-7777,
Al Khalij Enterprises - UAE,Industrial Manufacturing,UAE,Dubai,,Bearings@emirates.net.ae,P.O.Box 3320,Tel: +971 4-338-3116,
Al Khazna Insurance Company,Financial Services,UAE,Abu Dhabi,khazna@emirates.net.ae,www.alkhazna.com,Al Khazna Tower,Tel: +971 2-676-7000,
Al Madani Group,Consumer Goods,UAE,Dubai,info@amg.co.ae,www.amg.co.ae,P.O.Box 32674,Tel: +971 4-352-0500,
Al Magid Travel,Travel and Tourism,UAE,Dubai,,,Maktoum Street,Tel: +971 4-221-1176,
Al Majd Satellite Broadcasting,Media,UAE,Dubai,,www.almajdtv.net,Dubai Media City,Tel: +971 4-391-4760,
Al Majid Motors Company,Automotive,UAE,Dubai,info@kia-uae.com,www.kia-uae.com,P.O.Box 156,Tel: +971 4-266-5500,
Al Mal Capital,Financial Services,UAE,Dubai,info@almalcapital.com,www.almalcapital.com,Emaar Business Park 4,Tel: +971 4-360-1111,
Al Manal Group,Real Estate,UAE,Dubai,info@manal-me.com,www.manal-me.com,P.O.Box 54251,Tel: +971 4-299-0009,
Al Manhal International Group,Conglomerates,UAE,Abu Dhabi,amig@emirates.net.ae,www.almanhalgroup.com,Lulu Center,Tel: +971 2-672-9993,
Al Mansoori Specialized Engineering,Oil and Gas,UAE,Abu Dhabi,,www.almansoori.biz,AlMansoori Tower,Tel: +971 2-677-6335,
,,,,info@almansoori.biz,,17th Floor,Fax: +971 2-678-4638,
Al Mariah United Group,Consumer Goods,UAE,Abu Dhabi,almariah@emirates.net.ae,,Al Mariah United Group Building,Tel: +971 2-677-1741,
Al Masaood Automobiles,Automotive,UAE,Abu Dhabi,almasaood@masaood.com,www.nissan-almasaoodautomobiles.com,Al Masood Building,Tel: +971 2-677-2000,
Al Masaood Group,Conglomerates,UAE,Abu Dhabi,,www.masaood.com,P.O.Box 322,Tel: +971 2-672-2300,
Al Masaood Mowlem,Construction,UAE,Abu Dhabi,masaood@emirates.net.ae,,P.O.Box 322,Tel: +971 2-6772000,
Al Masaood Oil Industry Supplies and Service Company,Oil and Gas,UAE,Abu Dhabi,masoil@eim.ae,www.almasaoodoiss.com,Arab Bank for Foreign Investment Building,Tel: +971 2-626-7666,
Al Mashrek Marble Company,Construction,UAE,Sharjah,,,P.O.Box 682,Tel: +971 6-535-9833,
Al Mawakeb School,Services,UAE,Dubai,info@almawakeb.sch.ae,www.almawakeb.com,Al Garhoud Road,Tel: +971 4-285-1415,
Al Maya Group,Conglomerates,UAE,Dubai,algroup@emirates.net.ae,www.almayagroup.com,Al Maya Group Building,Tel: +971 4-282-1555,
,,,,ho@almayagroup.com,,Airport Road,Tel: +971 4-282-2555,
Al Mazaya Real Estate,Real Estate,UAE,Dubai,info@mazayarealestate.com,www.mazayarealestate.com,Gate Building,Tel: +971 4-282-5515,
Al Mazroui Group,Conglomerates,UAE,Abu Dhabi,mtgsho@emirates.net.ae,www.mazroui.com,Al Yasat Tower,Tel: +971 2-672-9988,
Al Mazroui and Partners,Telecoms and IT,UAE,Abu Dhabi,map@mazroui.com,www.mazroui.com,P.O.Box 97,Tel: +971 2-674-5151,
Al Meraikhi Group,Construction,UAE,Abu Dhabi,admin@almeraikhi.ae,www.almeraikhi.com,P.O.Box 211,Tel: +971 2-677-0590,
,,,,,www.almeraikhiprecast.ae,,Fax: +971 2-672-5475,
Al Meraikhi Precast,Construction,UAE,Abu Dhabi,office@almeraikhiprecast.ae,www.almeraikhiprecast.ae,P.O.Box 211,Tel: +971 2-672-9077,
Al Mirfa Power Company,Power and Utilities,UAE,Abu Dhabi,info@ampc.ae,www.ampc.ae,Al Mirfa,Tel: +971 2-883-3044,
Al Moherbie Thermoplas,Basic Materials,UAE,Abu Dhabi,,,P.O.Box 46767,Tel: +971 2-6448936,
Al Moosa Group,Conglomerates,UAE,Dubai,almoosa1@emirates.net.ae,www.almoosa.com,Salem Ahmad Al Moosa Building,Tel: +971 4-337-1274,
Al Mufleh Group,Conglomerates,UAE,Dubai,info@muflehgroup.com,www.muflehgroup.com,Banasai Complex,Tel: +971 4 -221-7700,
Al Muhairy Automotive Company,Automotive,UAE,Abu Dhabi,info@almuhairyautomotive.com,www.almuhairyautomotive.com,Umm Al Qaiwain Bank Building,Tel: +971 2-554-2600,
Al Muhairy Group,Conglomerates,UAE,Abu Dhabi,muhgroup@emirates.net.ae,,15 and 16 Floor,Tel: +971 2-632-5500,
Al Mulla Business Group,Conglomerates,UAE,Dubai,,,Yasmine Building,Tel: +971 4-268-1864,
Al Mulla Converting Industries,Consumer Goods,UAE,Fujairah,www.almulla.co.ae/,,P.O.Box 145,Tel: +971 9-2222324,
,,,,almullaa@emirates.net.ae,,,Tel: +971 9-2224118 (factory),
Al Mulla Trading and Contracting,Conglomerates,UAE,Fujairah,almullaa@emirates.net.ae,,P.O.Box 145,Tel: +971 9-2222274,
Al Murad Group,Media,UAE,Ajman,www.almuradgroup.com,,Badr Street,Tel: +971 6-746-5181,
,,,,ammgroup@emirates.net.ae,,Nuimia Area,Fax: +971 6-746-6935,
Al Murooj Rotana Hotel,Travel and Tourism,UAE,Dubai,almurooj.hotel@rotana.com,,Al Saffa Street,Tel: +971 4-321-1111,
Al Mushrif Cooperative Society,Consumer Goods,UAE,Abu Dhabi,akm1452005@yahoo.com,,P.O.Box 4048,Tel: +971 2-447-6767,
Al Nabooda Automobiles,Automotive,UAE,Dubai,nabooda@emirates.net.ae,,P.O.Box 10773,Tel: +971 4-338-6999,
Al Nabooda General Enterprises Holding Company,Services,UAE,Dubai,nabooda@emirates.net.ae,,P.O.Box 626,Tel: +971 4-321-3333,
Al Naboodah Cargo Centre,Transport,UAE,Dubai,www.naboodahcargo.com,,Airport Road,Tel: +971 4-282-6596,
,,,,naboodah@emirates.net.ae,,P.O.Box 10652,Fax: +971 4-282-6489,
Al Naboodah Commercial Group,Conglomerates,UAE,Dubai,smaholdings@alnaboodah.com,,C/O Saeed and Mohammed Al Naboodah Holdings,Tel: +971 4-201-9430,
Al Naboodah Construction Group,Construction,UAE,Dubai,smaholdings@alnaboodah.com,,C/O Saeed and Mohammed Al Naboodah Holdings,Tel: +971 4-201-9430,
Al Naboodah Investments,Conglomerates,UAE,Dubai,smaholdings@alnaboodah.com,,C/O Saeed and Mohammed Al Naboodah Holdings,Tel: +971 4-201-9430,
Al Naboodah Laing O'Rourke,Construction,UAE,Dubai,info@laingorourke.ae,,Al Shoala Building,Tel: +971 4-294-9944,
Al Nahda General Contracting Company,Construction,UAE,Ras Al Khaimah,,,P.O.Box 446,Tel: +971 7-222-1715,
Al Nahda International Education Company,Services,UAE,Abu Dhabi,,,Mourour Street,Tel: +971 2-445-2984,
Al Nahdha Real Estate Company,Real Estate,UAE,Ajman,www.alnahdha-realestate.com,,Al Kuwait Street,Tel: +971 6-746-4855,
,,,,al_nahdha@hotmail.com,,Al Naamiyah Area,Fax: +971 6-746-4866,
Al Nakheel Hotel,Travel and Tourism,UAE,Ras Al Khaimah,hotelnkl@emirates.net.ae,,P.O.Box 5333,Tel: +971 7-2282822,
Al Nasr Engineering Group,Construction,UAE,Dubai,alnasrtt@emirates.net.ae,,Al Nasr Complex,Tel: +971 4-269-1625,
Al Nasr Technical Trading Agencies,Oil and Gas,UAE,Abu Dhabi,attag@emirates.net.ae,www.alnasr-uae.com/,P.O.Box 7355,Tel: +971 2-673-3320,
Al Nasser Holdings,Conglomerates,UAE,Abu Dhabi,anhgroup@emirates.net.ae,www.anholdings.com,P.O.Box 46611,Tel: +971 2-639-1100,
Al Nasser Industrial Enterprises,Conglomerates,UAE,Abu Dhabi,anie98@emirates.net.ae,www.anieuae.com,P.O.Box 44903,Tel: +971 2-631-8044,
Al Nekhreh Contracting Company,Construction,UAE,Dubai,ancdubai@emirates.net.ae,,P.O.Box 11072,Tel: +971 4-2858800,
Al Nisr Publishing,Media,UAE,Dubai,,www.gulfnews.com,Sheikh Zayed Road,Tel: +971 4-344-7100,
Al Noor Hospital - Abu Dhabi,Healthcare,UAE,Abu Dhabi,contactus@alnoorhospital.com,www.alnoorhospital.com,Al Noor Hospital Building,Tel: + 971 2-613-9710,
,,,,noormed@emirates.net.ae,,Khalifa Street,Tel: +971 2-626-5265,
Al Noor Islamic Bank,Financial Services,UAE,Dubai,,,"C/O, Dubai Holding",Tel: +971 4-330-0300,
Al Odaid Real Estate,Real Estate,UAE,Dubai,,,Al Gaith Holding Building,Tel: +971 4-226-2901,
Al Okozay Group,Conglomerates,UAE,Dubai,alokozay@emirates.net.ae,www.alokozay.com,Plot No MO0512,Tel: +971 4-887-1155,
Al Otaiba Group of Establishments,Automotive,UAE,Abu Dhabi,otaibalr@emirates.net.ae,www.otaibagroup.com,Al Otaiba Building,Tel: +971 2-558-8777,
Al Otaiba and Garg Contracting Company,Construction,UAE,Abu Dhabi,aogcauh@emirates.net.ae,,Al Jamal Building,Tel: +971 2-627-4936,
Al Qasemi Trading and Industry Company,Consumer Goods,UAE,Sharjah,,,P.O.Box 3050,Tel: +971 6-5353000,
Al Qassimi Hospital,Healthcare,UAE,Sharjah,www.naqh.net,,P.O.Box 3500,Tel: +971 6-538-6444,
Al Qudra General Trading,Telecoms and IT,UAE,Abu Dhabi,alqudra@emirates.net.ae,www.alqudragt.com,P.O.Box 42612,Tel: +971 2-681-6070,
Al Qudra Holding,Conglomerates,UAE,Abu Dhabi,info@qudrah.com,www.alqudraholding.ae,Meena Towers,Tel: +971 2-699-2222,
Al Qudra Real Estate,Financial Services,UAE,Abu Dhabi,,,Villa 2B,Tel: +971 2-448-8666,
Al Rahmani General Trading Company,Construction,UAE,Dubai,rahmani@emirates.net.ae,www.alrahmani.com,Deira,Tel: +971 4-2664300,
Al Rais Travel and Shipping Agencies,Travel and Tourism,UAE,Dubai,alrais@emirates.net.ae,www.alrais.ae,Al Rais Tower,Tel: +971 4-393-3333,
,,,,,www.alrais.com,7th Floor,Fax: +971 4-393-3399,
Al Rashdan Group,Financial Services,UAE,Dubai,m_r_con_off@yahoo.com,,Ahmad Ramadan Building,Tel: +971 4-266-2176,
Al Rasheed Company,Conglomerates,UAE,Dubai,ghouse@emirates.net.ae,,Thani Mohammed Al Thani Building,Tel: +971 4-2862368,
Al Rayan Investment Company,Financial Services,UAE,Abu Dhabi,rayan@alrayan.ae,www.alrayan.ae,Al Khazna Building,Tel: +971 2-644-4434,
