Company Name,Sector,Country,City,Email,Website,Address,Tel/Fax,
,,,,,,P.O.Box 8153,,
Airblast Middle East,Industrial Manufacturing,UAE,Dubai,airebvkk@emirates.net.ae,,P.O.Box 7158,Tel: +971 4-2824200,
,,,,,,,Tel: +971 4-2824400,
,,,,,,,Fax: 04-2824264,
Airbus Middle East,Industrial Manufacturing,UAE,Dubai,,,Mezzanine Floor,Tel: +971 4-299-6761,
,,,,,,"East Wing 2,",Fax: +971 4-299-6762,
,,,,,,Dubai Airport Free Zone,,
,,,,,,P.O.Box 54341,,
Ajmal Perfumes,Consumer Goods,UAE,Dubai,info@ajmalperfume.com,www.ajmalperfumes.com,Hamarain Centre,Tel: +971 4-269-0102,
,,,,,,2nd Floor,Fax: +971 4-262-9747,
,,,,,,P.O.Box 8809,,
Ajman Beach Hotel,Travel and Tourism,UAE,Ajman,abhotel@emirates.net.ae,,P.O.Box 874,Tel: +971 6-742-3333,
,,,,,,,Fax: +971 6-742-3363,
Ajman Cement Company,Construction,UAE,Ajman,ajcement@emirates.net.ae,,P.O.Box 940,Tel: +971 6-744-4424,
,,,,,,,Fax: +971 6-744-4425,
Ajman Chamber of Commerce and Industry,Services,UAE,Ajman,ajmchmbr@emirates.net.ae,www.ajcci.co.ae/,P.O.Box 662,Tel: +971 6-7422177,
,,,,,,,Fax: +971 6-7427591,
Ajman Free Zone,Real Estate,UAE,Ajman,info@ajmanfreezone.gov.ae,www.ajmanfreezone.gov.ae,"Ajman Free Trade Zone, Area 1",Tel: +971 6-742-5444,
,,,,,,Ground Floor,Fax: +971 6-742-9222,
,,,,,,Sheikh Rashid Bin Al Maktoum Street,,
,,,,,,P.O.Box 932,,
Ajman Municipality and Planning Department,Government,UAE,Ajman,www.am.gov.ae,,Ajman Municipality Building,Tel: +971 6-742-2331,
,,,,,,,Fax: +971 6-742-2230,
Ajman Sewerage (Private) Company,Power and Utilities,UAE,Ajman,,,P.O.Box 4686,Tel: +971 6-714-8888,
,,,,,,,Tel: +971 6-742-9910,
,,,,,,,Fax: +971 6-742-9951,
Ajman University of Science and Technology,Services,UAE,Ajman,info@ajman.ac.ae,www.ajman.ac.ae,Al Jurf,Tel: +971 6-746-6666,
,,,,,,P.O.Box 346,Tel: +971 6-748-2222,
,,,,,,,Fax: +971 6-746-8888,
Al Aan TV,Media,UAE,Dubai,info@alaan.tv,www.alaan.tv,Al Aan Television Building,Tel: +971 4-369-2087,
,,,,,,Dubai Media City,Fax: +971 4-391-5349,
,,,,,,P.O.Box 500765,,
Al Abbas Group,Conglomerates,UAE,Dubai,group@alabbas.com,www.alabbas.com,Al Abbas Building 2,Tel: +971 4-352-1000,
,,,,,,7th Floor,Fax: +971 4-352-1200,
,,,,,,Khalid Bin Walid Street,,
,,,,,,P.O.Box 327,,
Al Abbas Technical Supplies and Services,Telecoms and IT,UAE,Dubai,atssdxb@emirates.net.ae,www.alabbas.com,P.O.Box 10172,Tel: +971 4-285-8555,
,,,,,,,Tel: +971 4-285-8675,
,,,,,,,Fax: +971 4-285-2379,
Al Abbas Trading Company,Telecoms and IT,UAE,Dubai,atcodb@emirates.net.ae,,Al Abbas Building,Tel: +971 4-352-0888,
,,,,voseban@alabbas.com,,Khalid Bin Walid Street,Fax: +971 4-359-4141,
,,,,,,Bur Dubai,,
,,,,,,P.O.Box 327,,
Al Accad General Trading Company,Conglomerates,UAE,Dubai,alaccadh@emirates.net.ae,www.alaccad.com,Al Khabeesi Building,Tel: +971 4-222-0111,
,,,,,,Al Ittihad Road,Tel: +971 4-268-6999,
,,,,,,P.O.Box 4194,Fax: +971 4-269-0731,
Al Ahli Electrical Trading,Industrial Manufacturing,UAE,Ajman,alahli@emirates.net.ae,,P.O.Box 2335,Tel: +971 6-7455722,
,,,,,,,Tel: +971 6-7472274,
,,,,,,,Fax: 06-7423804,
,,,,,,,Fax: 06-7472551,
Al Ahli General Trading Company,Agriculture and Food,UAE,Fujairah,agtcfuj@emirates.net.ae,,Nasser Khammas Building,Tel: +971 9-222-6663,
,,,,,,Mezzanine Floor,Fax: +971 9-222-6950,
,,,,,,Sheikh Zayed Road,,
Al Ahli Plastic Industries,Basic Materials,UAE,Fujairah,alahliplastics@alahliplastics.com,www.alahliplastics.com,Street Number 4,Tel: +971 9-222-3972,
,,,,,,Industrial Area,Fax: +971 9-222-3973,
,,,,,,P.O.Box 245,,
Al Ahlia General Trading Company,Agriculture and Food,UAE,Abu Dhabi,agtc2003@emirates.net.ae,,Arabian Gulf Street,Tel: +971 2-681-1600,
,,,,aoadsha@emirates.net.ae,,P.O.Box 4033,Tel: +971 2-681-3335,
,,,,,,,Fax: +971 2-681-1837,
,,,,,,,Fax: +971 2-681-3316,
Al Ahlia Oilfields Development Company - UAE,Oil and Gas,UAE,Abu Dhabi,aedco@emirates.net.ae,,Sheikh Saif Building,Tel: +971 2-681-3309,
,,,,,,1st Floor,Tel: +971 2-681-3335,
,,,,,,Khaldiya Street,Fax: +971 2-681-3354,
,,,,,,P.O.Box 4033,,
Al Ahmadiah Contracting and Trading,Construction,UAE,Dubai,ahmadiah@emirates.net.ae,www.alahmadiah.ae,P.O.Box 2596,Tel: +971 4-398-1999,
,,,,,,,Fax: +971 4-398-3327,
Al Ain Ahlia Insurance Company,Financial Services,UAE,,alainins@emirates.net.ae,www.alaininsurance.com,P.O.Box 3077,Tel: +971 2-445-9900,
,,,,,,,Fax: +971 2-445-6685,
Al Ain Building and Construction Company,Construction,UAE,Abu Dhabi,,,Hamdan Street,Tel: +971 2-674-2777,
,,,,,,P.O.Box 3784,Fax: +971 2-672-3205,
Al Ain Dairy Farms,Agriculture and Food,UAE,Al Ain,dairyfrm@emirates.net.ae,www.alaindairyuae.com,P.O.Box 15571,Tel: +971 3-783-2111,
,,,,,,,Fax: +971 3-783-2525,
Al Ain Distribution Company,Power and Utilities,UAE,Al Ain,aadc@aadc.cc,www.aadc.ae,Al Jimi,Tel: +971 3-763-6000,
,,,,,,P.O.Box 1065,Fax: +971 3-763-2025,
Al Ain General Contracting Company,Construction,UAE,Al Ain,alain@algeco.ae,www.algeco.ae,Mazyad Street,Tel: +971 3-782-5606,
,,,,info@algeco.ae,,Mazyad Companies Compound,Fax: +971 3-782-5246,
,,,,,,P.O.Box 1017,,
Al Ain Mineral Water Company,Agriculture and Food,UAE,Al Ain,amwbf@emirates.net.ae,www.alainwater.com,Khatem Al Shakla Street,Tel: +971 3-768-6500,
,,,,,,P.O.Box 16020,Fax: +971 3-768-6515,
Al Ain Printing Press and Stationery,Services,UAE,Abu Dhabi,,,P.O.Box 3753,Tel: +971 2-4454538,
,,,,,,,Fax: 02-4450945,
Al Ain Vegetable Canning and Processing Factory,Agriculture and Food,UAE,Al Ain,aanvpcf@emirates.net.ae,www.aanvpcf.com/,P.O.Box 1004,Tel: +971 3-7372188,
,,,,,,,Tel: +971 3-7372415,
,,,,,,,Fax: +971 3-7372588,
Al Amar Engineering and Contracting Company,Construction,UAE,Dubai,alamar@emirates.net.ae,,P.O.Box 2449,Tel: +971 4-2857152,
,,,,,,,Fax: 04-2857150,
Al Ansari Exchange,Financial Services,UAE,Abu Dhabi,info@alansari.ae,www.alansariuae.com,Al Amin Building,Tel: +971 2-622-7888,
,,,,,,Ground Floor,Fax: +971 2-622-4421,
,,,,,,Lewa Street,,
,,,,,,P.O.Box 325,,
Al Ansari Financial Services,Financial Services,UAE,Abu Dhabi,admin@alansari.financial.ae,,P.O.Box 325,Tel: +971 2-622-7888,
,,,,,,,Fax: +971 2-622-4794,
Al Aqariya Group,Media,UAE,Dubai,suggestions@alaqariya.tv,www.aqariya.tv,"Villa Boutique, Number 10",Tel: +971 4-367-1717,
,,,,,,Dubai Studio City,Fax: +971 4-367-2969,
,,,,,,P.O.Box 500577,,
Al Aqili Group,Conglomerates,UAE,Dubai,aqili@emirates.net.ae,www.aqili.com,P.O.Box 1496,Tel: +971 4-324-8000,
,,,,,,,Fax: +971 4-324-8080,
Al Arabiya News Channel,Media,UAE,Dubai,contactus@alarabiya.net,www.alarabiya.net,Dubai Media City,Tel: +971 4-390-1000,
,,,,,,P.O.Box 74033,Fax: +971 4-390-1001,
Al Aryan for Prefabricated Houses,Mining and Metals,UAE,Sharjah,,,P.O.Box 6025,Tel: +971 6-5341652,
,,,,,,,Fax: 06-5341421,
Al Ashram Contracting Company,Construction,UAE,Dubai,,,Saif Abdur-rahman Alashram Bldg,Tel: +971 4-2857812,
,,,,,,Al Ramool Industrial Area,Fax: 04-2852991,
,,,,,,P.O.Box 1290,,
Al Attar Properties,Real Estate,UAE,Dubai,info@alattargroup.com,www.alattargroup.com,Al Attar Business Tower,Tel: +971 4-332-2233,
,,,,,,2nd Floor,Fax: +971 4-332-8433,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 2260,,
Al Badawi Electrical Supply Company,Industrial Manufacturing,UAE,Dubai,mazenbas@emirates.net.ae,,P.O.Box 1143,Tel: +971 4-2620624,
,,,,,,,Fax: 04-2620699,
Al Baddad International Group,Conglomerates,UAE,Sharjah,info@albaddad.com,www.al-baddad.com ,Industrial Area 15,Tel: +971 6-534-0888,
,,,,,,P.O.Box 4073,Fax: +971 6-534-0666,
Al Badie Group,Conglomerates,UAE,Abu Dhabi,secretary@albadie.com,www.albadie.com,Al Badie Tower,Tel: +971 2-632-2344,
,,,,,,3rd Floor,Fax: +971 2-634-5284,
,,,,,,Al Nasser Street,,
,,,,,,Al Khalidiya,,
,,,,,,P.O.Box 229,,
Al Badr Islamic Finance Company,Financial Services,UAE,Dubai,info@badralislami.com,www.badralislami.com,Al Masood Building,Tel: +971 4-217-4400,
,,,,,,Ground Floor,Fax: +971 4-294-5499,
,,,,,,Airport Road,,
,,,,,,Deira,,
Al Badri Traders,Oil and Gas,UAE,Abu Dhabi,albadri1@emirates.net.ae,www.albadri.co.ae/,-,Tel: +971 2-678-9956,
,,,,,,,Fax: +971 2-678-6635,
Al Bailasan Trading Company,Industrial Manufacturing,UAE,Dubai,bail1996@emirates.net.ae,,P.O.Box 16520,Tel: +971 4-2825227,
,,,,,,,Fax: 04-2825224,
Al Banna Group,Conglomerates,UAE,Dubai,,www.albannagroup.com,-,Tel: +971 4-285-3222,
,,,,,,,Fax: +971 4-285-6070,
Al Bannai Group,Conglomerates,UAE,Dubai,corp@albannai.com,,-,Tel: +971 4-331-8555,
,,,,,,,Fax: +971 4-331-8855,
Al Baqer Corporation,Conglomerates,UAE,Dubai,,,P.O.Box 2551,Tel: +971 4-3524597,
,,,,,,,Tel: +971 4-3935102,
,,,,,,,Fax: 04-3526497,
Al Batha Group,Conglomerates,UAE,Sharjah,administration@albatha.ae,www.albathagroup.com,Al Batha Tower,Tel: +971 6-572-8882,
,,,,,,Buheira Corniche,Fax: +971 6-572-8881,
,,,,,,P.O.Box 1145,,
Al Bawardi Alan Dick,Construction,UAE,Dubai,adme@alandick.ae,www.alandick.com,P.O.Box 3711,Tel: +971 4-881-8262,
,,,,,,,Tel: +971 4-881-8300,
,,,,,,,Fax: +971 4-881-8292,
Al Bawardi Enterprises,Conglomerates,UAE,Abu Dhabi,,www.ae.ae,P.O.Box 4118,Tel: +971 2-634-6999,
,,,,,,,Fax: +971 2-631-8181,
Al Bogari Trading Company,Agriculture and Food,UAE,Dubai,albogari@emirates.net.ae,www.albogari.com,Twin Tower,Tel: +971 4-2224530,
,,,,,,Suite 503,Fax: 04-2228741,
,,,,,,Beniyas Road,Fax: 04-2234487,
,,,,,,P.O.Box 4048,,
Al Borj Garment Machinery Trading Company,Industrial Manufacturing,UAE,Sharjah,borj96@emirates.net.ae,www.al-borj.com,P.O.Box 4182,Tel: +971 6-5333413,
,,,,info@al0borj.com,,,Fax: 06-5336576,
,,,,,,,,
Al Buhaira National Insurance Company,Financial Services,UAE,Sharjah,abnicho@albuhaira.com,www.albuhaira.com,Al Buhaira Tower,Tel: +971 6-517-4444,
,,,,,,"Corniche Road, Khaled Lagoon",Fax: +971 6-574-8855,
,,,,,,Khaled Lagoon,,
,,,,,,P.O.Box 6000,,
Al Buheira Lacnor Dairy Company,Agriculture and Food,UAE,Sharjah,,www.lacnoruae.com,Al Buheira Lacnor Dairy Company,Tel: +971 6-533-1551,
,,,,,,Old Double Cola Road,Fax: +971 6-533-6102,
,,,,,,Industrial Area Number 4,,
,,,,,,P.O.Box 5983,,
Al Burj Real Estate,Real Estate,UAE,Dubai,,,"C/O, Dubai Islamic Bank, PO Box 1080, Dubai, United Arab Emirates",Tel: +971 4-295-3000,
,,,,,,,Fax: +971 4-295-4111,
Al Bustan Rotana Hotel,Travel and Tourism,UAE,Dubai,albustan.hotel@rotana.com,,Casablanca Road,Tel: +971 4-282-0000,
,,,,,,Al Garhoud,Fax: +971 4-282-8100,
,,,,,,P.O.Box 30880,,
Al Dhafra Insurance Company,Financial Services,UAE,Abu Dhabi,,www.aldhafrainsurance.com,P.O.Box 319,Tel: +971 2-672-1444,
,,,,aldhafra@emirates.net.ae,,,Fax: +971 2-672-9833,
,,,,,,,Fax: +971 2-677-1813,
Al Dhaheri Group,Conglomerates,UAE,Abu Dhabi,dahery@hotmail.com,,Mohd Sultan Suroor Building,Tel: +971 2-633-2377,
,,,,,,Old Airport Road,Fax: +971 2-631-7711,
,,,,,,P.O.Box 46676,,
Al Diar Gulf Hotel and Resort,Travel and Tourism,UAE,Abu Dhabi,adglfhtl@emirates.net.ae,www.aldiarhotels.com,P.O.Box 3766,Tel: +971 2-441-4777,
,,,,,,,Fax: +971 2-4414537,
Al Diar Hotels,Travel and Tourism,UAE,Abu Dhabi,diar@aldiarhotels.com,www.aldiarhotels.com,Airport Road,Tel: +971 2-444-7327,
,,,,hoteldiv@emirates.net.ae,,P.O.Box 46806,Fax: +971 2-444-4048,
,,,,,,,,
Al Dobowi Tyre Company,Automotive,UAE,Dubai,aldobowi@emirates.net.ae,,P.O.Box 5576,Tel: +971 4-2225165,
,,,,,,,Fax: 04-2285044,
Al Emaar Holding Group - Iraq,Conglomerates,UAE,Dubai,alemaar@emirates.net.ae,www.iraqemaargroup.com,Al Reem Tower,Tel: +964 1-717-2265,
,,,,info@iraqemaargroup.com,,9th Floor,Tel: +964 40-610384,
,,,,,,Al Maktoum Road,Tel: +971 4-227-9106,
,,,,,,P.O.Box 41037,Fax: +971 4-227-9101,
Al Emaar International Group,Conglomerates,UAE,Abu Dhabi,emaar@emaar.org,,P.O.Box 27474,Tel: +971 2-622-1211,
,,,,,,,Tel: +971 2-622-2311,
,,,,,,,Fax: +971 2-622-1266,
,,,,,,,Fax: +971 2-633-8900,
Al Fahim Group,Conglomerates,UAE,Dubai,afg@alfahimgroup.ae,www.alfahim.com,P.O.Box 279,Tel: +971 2-444-9666,
,,,,,,,Fax: +971 2-444-8126,
Al Fajer Enterprises,Conglomerates,UAE,Dubai,hhfajer@emirates.net.ae,www.alfajer.com,P.O.Box 1600,Tel: +971 4-352-8450,
,,,,,,,Fax: +971 4-345-8459,
Al Fajer Information and Services,Services,UAE,Dubai,alfajer@emirates.net.ae,www.alfajer.net,P.O.Box 11183,Tel: +971 4-337-7727,
,,,,,,,Fax: +971 4-337-8788,
Al Falah Building Materials and Trading Company,Construction,UAE,Dubai,falahco@emirates.net.ae,www.falahco.com,Al Kobaissi Area,Tel: +971 4-266-1568,
,,,,,,P.O.Box 1864,Tel: +971 4-266-7125,
,,,,,,,Tel: +971 4-266-8071,
,,,,,,,Fax: +971 4-265-3923,
,,,,,,,Fax: +971 4-269-1766,
Al Fardan Financial Services Company,Financial Services,UAE,Abu Dhabi,info@alfardanfs.com,,Al Fardan Tower Building,Tel: +971 2-677-8444,
,,,,,,3rd Floor,Fax: +971 2-677-5807,
,,,,,,Hamdan Street,,
Al Fardan Group - UAE,Conglomerates,UAE,Dubai,group@alfardangroup.com,www.alfardangroup.com,Khaled Bin Al Walid Street,Tel: +971 4-351-1666,
,,,,info@alfardangroup.com,,P.O.Box 2095,Fax: +971 4-359-7159,
,,,,,,,,
Al Fattan Properties,Real Estate,UAE,Dubai,info@alfattan.com,www.alfattan.com,Al Fattan Plaza,Tel: +971 4-282-9999,
,,,,,,Ground Floor,Fax: +971 4-286-5959,
,,,,,,Airport Road,,
,,,,,,P.O.Box 747,,
Al Fayha Group,Conglomerates,UAE,Dubai,,,P.O.Box 10880,Tel: +971 4-2851113,
,,,,,,,Fax: 04-2857199,
Al Fujairah National Insurance Company,Financial Services,UAE,Fujairah,afnic@emirates.net.ae,,Shaikh Al Sharq Road,Tel: +971 9-224-2000,
,,,,,,P.O.Box 277,Fax: +971 9-222-4344,
Al Fulaij and Company,Industrial Manufacturing,UAE,Dubai,alfujam@emirates.net.ae,,P.O.Box 1008,Tel: +971 4-2951110,
,,,,,,,Fax: 04-2951112 (Sales Dept),
,,,,,,,Fax: 04-2954497 (Administration Dept),
Al Futtaim Auto and Machinery Company,Industrial Manufacturing,UAE,Dubai,famco@alfuttaim.ae,www.famcouae.com,FAMCO Building,Tel: +971 4-213-5100,
,,,,,,Ramoul Street,Fax: +971 4-213-5400,
,,,,,,Rashidiya,,
,,,,,,P.O.Box 5502,,
Al Futtaim Capital,Financial Services,UAE,Dubai,info@alfuttaim.co.ae,,C/O Al Futtaim Group,Tel: +971 4-217-7056,
,,,,,,Al Futtaim Building,Fax: +971 4-217-7066,
,,,,,,Al Giza Street,,
,,,,,,P.O.Box 152,,
Al Futtaim Carillion,Construction,UAE,Dubai,afc@afcarillion.ae,www.afcarillion.ae,Al Futtaim Carllion Building,Tel: +971 4-333-1200,
,,,,,,Aweer,Fax: +971 4-333-1018,
,,,,,,P.O.Box 1811,,
Al Futtaim Electronics and GSM,Consumer Goods,UAE,Dubai,sanyo@alfuttaim.co.ae,www.sanyouae.com,Binham Building,Tel: +971 4-359-9979,
,,,,,www.toshibauae.com,P.O.Box 5559,Fax: +971 4-351-2066,
,,,,,,,Fax: +971 4-351-2355,
Al Futtaim Exel,Transport,UAE,Dubai,logistics@AFExel.com,www.afexel.com,Jebel Ali,Tel: +971 4-881-8288,
,,,,,www.logisticsuae.com,P.O.Box 61450,Fax: +971 4-881-9157,
,,,,,,,,
Al Futtaim Group,Conglomerates,UAE,Dubai,aftrading@alfuttaim.co.ae,www.al-futtaim.com,Al Futtaim Building,Tel: +971 4-228-2101,
,,,,,,Al Giza Street,Tel: +971 4-217-7777,
,,,,,,P.O.Box 152,Fax: +971 4-221-2933,
Al Futtaim HC Securities,Financial Services,UAE,Dubai,info@af-hc.com,www.af-hc.com,IKEA Building,Tel: +971 4-206-6888,
,,,,,,Ground Floor,Fax: +971 4-206-6866,
,,,,,,Dubai Festival City,,
,,,,,,P.O.Box 79438,,
Al Futtaim Motors,Automotive,UAE,Dubai,futtaim-motors@alfuttaim.co.ae,www.alfuttaimmotors.com,Al Futtaim Tower,Tel: +971 4-228-2261,
,,,,,www.lexusuae.com,Baniyas Square Al Rigga,Fax: +971 4-228-6885,
,,,,,www.toyotapartsuae.com,P.O.Box 11052,Fax: +971 4-228-8616,
,,,,,www.toyotauae.com,,,
,,,,,,,,
Al Futtaim Panatech,Consumer Goods,UAE,Dubai,afone@alfuttaim.co.ae,www.panasonicuae.com,P.O.Box 531,Tel: +971 4-271-9000,
,,,,,,,Fax: +971 4-271-9726,
Al Futtaim Real Estate,Real Estate,UAE,Dubai,realestate@alfuttaim.ae,www.afrealestate.com,Airport Road,Tel: +971 4-211-9111,
,,,,,,P.O.Box 159,Tel: +971 4-211-9222,
,,,,,,,Fax: +971 4-211-9299,
Al Futtaim Tarmac,Construction,UAE,Dubai,info@aftarmac.com,www.aftarmac.com,P.O.Box 1811,Tel: +971 4-333-1670,
,,,,,,,Fax: +971 4-333-0624,
Al Futtaim Technologies,Consumer Goods,UAE,Dubai,aftech@alfuttaim.ae,,Business Center,Tel: +971 4-397-7800,
,,,,,,Burj Dubai,Fax: +971 4-397-2244,
,,,,,,P.O.Box 5866,,
Al Futtaim Tower Scaffolding,Mining and Metals,UAE,Dubai,,,Al Ramool Industrial Area,Tel: +971 4-2858776,
,,,,,,P.O.Box 5502,Tel: +971 4-2858861,
,,,,,,,Fax: 04-2858592,
Al Futtaim Travel,Travel and Tourism,UAE,Dubai,aftravel@alfuttaim.ae,www.access2travel.com,Sheikh Rashid Al Maktoum Building,Tel: +971 4-221-3030,
,,,,,,1st Floor,Tel: +971 4-222-3737,
,,,,,,Al Maktoum Street,Fax: +971 4-221-1705,
,,,,,,P.O.Box 7880,Fax: +971 4-223-0534,
Al Futtaim Watches and Jewellery,Consumer Goods,UAE,Dubai,watches@emirates.net.ae,www.watchesuae.com,P.O.Box 7916,Tel: +971 4-222-4142,
,,,,,,,Fax: +971 4-222-4599,
Al Futtaim Willis Company,Financial Services,UAE,Dubai,,,"Office Block, Deira City Center",Tel: +971 4-295-2277,
,,,,,,3rd Floor,Fax: +971 4-295-0103,
,,,,,,P.O.Box 152,,
Al Gargawi General Trading Company,Conglomerates,UAE,Dubai,,,P.O.Box 558,Tel: +971 4-2264714,
,,,,,,,Fax: 04-2266469,
Al Garsh Group,Construction,UAE,Dubai,,,P.O.Box 982,Tel: +971 4-3450906,
,,,,,,,Tel: +971 4-3472971,
,,,,,,,Fax: 04-3454006,
Al Geemi and Partners Contracting Company,Construction,UAE,Abu Dhabi,algeemip@emirates.net.ae,,P.O.Box 2877,Tel: +971 2-632-8438,
,,,,,,,Tel: +971 2-633-5682,
,,,,,,,Fax: +971 2-633-8135,
Al Ghaith Holding Company,Financial Services,UAE,Abu Dhabi,aghold@emirates.net.ae,,P.O.Box 32323,Tel: +971 2-626-2525,
,,,,,,,Fax: +971 2-627-7630,
Al Ghaith and Al Moosa Travel Agency,Travel and Tourism,UAE,Dubai,altatrvl@emirates.net.ae,,P.O.Box 1810,Tel: +971 4-2945666,
,,,,,,,Tel: +971 4-2958502,
,,,,,,,Fax: 04-2957555,
Al Ghaith and Company,Services,UAE,Dubai,agcmsi@emirates.net.ae,www.agcmsi.homestead.com,P.O.Box 8293,Tel: +971 4-3988575,
,,,,,,,Fax: 04-3988595,
Al Ghandi Group,Conglomerates,UAE,Dubai,alghandi@emirates.net.ae,www.alghandi.com,P.O.Box 1034,Tel: +971 4-266-4848,
,,,,,,,Fax: +917 4-266-4808,
Al Ghandi and Consolidated Contractors International Company,Construction,UAE,Abu Dhabi,,,Bin Hammoudah Building,Tel: +971 2-627-6500,
,,,,,,Khalifa Street,Tel: +971 2-614-7100,
,,,,,,P.O.Box 224,Fax: +971 2-627-6400,
Al Ghurair City,Real Estate,UAE,Dubai,,www.alghuraircity.com,P.O.Box 6999,Tel: +971 4- 222-5222,
,,,,,,,Fax: +971 4-228-5356,
Al Ghurair Construction Industries,Conglomerates,UAE,Dubai,,www.agci.ae,Mousa Tower,Tel: +971 4-332-2246,
,,,,,,15th Floor,Fax: +971 4-332-2983,
,,,,,,Sheikh Zayed Road,,
,,,,,,P.O.Box 11-3042,,
Al Ghurair Donnelley,Media,UAE,Dubai,,,"C/O, PO Box 5613, Dubai, United Arab Emirates",Tel: +971 4-331-2317,
,,,,,,,Fax: +971 4-331-2838,
Al Ghurair Foods,Agriculture and Food,UAE,Dubai,,www.alghurairfoods.com,National Flour Mills Building,Tel: +971 4-393-9633,
,,,,,,Bur Dubai,Fax: +971 4-393-9191,
,,,,,,P.O.Box 780,,
Al Ghurair Group,Conglomerates,UAE,Dubai,info@alghurair.com,www.alghurair.com,Salahuddin Road,Tel: +971 4-262-3377,
,,,,,,Deira,Fax: +971 4-262-3388,
,,,,,,P.O.Box 1,,
Al Ghurair Investment,Conglomerates,UAE,Dubai,aginvest@agc.co.ae,,National Flour Mills Building,Tel: +971 4-393-9633,
,,,,,,Al Ghubayda Street,Fax: +971 4-393-9191,
,,,,,,National Flour Mills Compound,,
,,,,,,P.O.Box 5326,,
Al Ghurair Iron and Steel Company,Mining and Metals,UAE,Dubai,mail@agis.ae,www.agis.ae,Office Tower,Tel: +971 4-224-3870,
,,,,,,Deira,Fax: +971 4-224-3871,
,,,,,,P.O.Box 55409,,
Al Ghurair Printing and Publishing House Company,Services,UAE,Dubai,agpph@emirates.net.ae,www.agpph.co.uk,P.O.Box 5613,Tel: +971 4-331-2317,
,,,,,,,Fax: +971 4-331-2838,
Al Ghurair University,Services,UAE,Dubai,www.agu.co.ae/,,P.O.Box 37374,Tel: +971 4-3393053,
,,,,,,,Tel: +971 4-3393054,
,,,,,,,Fax: +971 4-3393055,
Al Gurg Building Services Company,Mining and Metals,UAE,Dubai,gurgmesh@emirates.net.ae,,Al Gurg Building Services Building,Tel: +971 4-285-7770,
,,,,,,Al Romoul Area,Fax: +971 4-285-8713,
,,,,,,P.O.Box 325,,
Al Gurg Fosroc,Basic Materials,UAE,Dubai,agfdxb@emirates.net.ae,www.fosrocgulf.com,P.O.Box 657,Tel: +971 4-285-8606,
,,,,,,,Tel: +971 4-285-8787,
,,,,,,,Fax: +971 4-285-9649,
,,,,,,,Fax: +971 4-285-2023,
Al Gurg Leighs Paints,Basic Materials,UAE,Sharjah,enquiries@leighuae.co.ae,www.algurgleighpaint.ae,Sharjah Industrial Area 13,Tel: +971 6-534-3919,
,,,,,,P.O.Box 22334,Fax: +971 6-534-3983,
Al Gurg Lever Company,Conglomerates,UAE,Dubai,agldxb@emirates.net.ae,,Zabeel Road,Tel: +971 4-333-2040,
,,,,,,P.O.Box 49,Fax: +971 4-333-2165,
Al Habtoor Engineering Enterprises,Construction,UAE,Dubai,info@habtoorengg.co.ae,www.habtoorengg.co.ae,P.O.Box 320,Tel: +971 4-285-7551,
,,,,,,,Fax: +971 4-285-7479,
Al Habtoor Group,Conglomerates,UAE,Dubai,habtoor@emirates.net.ae,www.habtoor.com,Al Habtoor Building,Tel: +971 4-343-1111,
,,,,,,Sheikh Zayed Road,Fax: +971 4-343-1140,
,,,,,,P.O.Box 25444,,
Al Habtoor Marble Company,Construction,UAE,Dubai,ahmarble@emirates.net.ae,www.alhabtoormarble.com,P.O.Box 320,Tel: +971 4-285-9100,
,,,,,,,Tel: +971 4-285-9103,
,,,,,,,Fax: +971 4-285-9567,
Al Habtoor Motors,Automotive,UAE,Dubai,sales@habtoormotors.com,www.habtoormotors.com,Al Ittihad Road,Tel: +971 4-269-1110,
,,,,,,P.O.Box 19879,Fax: +971 4-269-2545,
Al Hadlaq Trading Establishment,Construction,UAE,Dubai,mohannad@emirates.net.ae,,P.O.Box 55372,Tel: +971 4-2625013,
,,,,,,,Fax: 04-2622708,
Al Hamad Contracting Company,Construction,UAE,Sharjah,info@al-hamad.com,www.al-hamad.com,P.O.Box 6275,Tel: +971 6-534-9666,
,,,,,,,Fax: +971 6-534-9876,
Al Hamed Enterprises,Conglomerates,UAE,Abu Dhabi,alhamed@emirates.net.ae,www.alhamed.com,Sheraton Building,Tel: +971 2-667-5555,
,,,,,,Sheikh Zayed Street,Fax: +971 2-667-5123,
,,,,,,Khalidiya Area,,
,,,,,,P.O.Box 592,,
Al Hamid Group,Conglomerates,UAE,Abu Dhabi,admmr@emirates.net.ae,www.alhamid-group.com,P.O.Box 46468,Tel: +971 2-558-2400,
,,,,,,,Fax: +971 2-558-2293,
Al Hamra Engineering Company - UAE,Construction,UAE,Sharjah,vahanian@emirates.net.ae,,P.O.Box 769,Tel: +971 6-533-1755,
,,,,,,,Fax: +971 6-533-0038,
Al Hamra Industrial Park,Real Estate,UAE,Dubai,info@alhamra-industrialpark.com,www.alhamra-industrialpark.com,P.O.Box 49830,Tel: +971 4-329-1694,
,,,,uae@alhamra-industrialpark.com,,,Fax: +971 4-329-1695,
,,,,,,,,
Al Hamra Real Estate Development Company,Real Estate,UAE,Ras Al Khaimah,realestate@rakceram.com,,RAK Ceramics Building,Tel: +971 7-244-5046,
